transaction_id,event_timestamp,card_id,customer_id,card_tier,merchant_name,merchant_category,merchant_city,merchant_country,amount,currency,channel,entry_mode,device_id,home_city,home_country,scenario_label,prev_event_timestamp,prev_city,prev_country,prev_device_id,prev_channel,minutes_since_prev,txn_count_15m,merchant_repeat_10m,device_seen_24h,avg_prior_amount,amount_rank_today,city_jump_flag,velocity_flag,amount_spike_flag,merchant_burst_flag,late_night_flag,cross_border_flag,device_change_flag,channel_switch_flag,fraud_type,triggered_rules,rule_count,risk_score
37082989-699c-4374-b702-f5e41bafdddd,2026-04-09 05:34:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,Cloud9 Travel,Travel,New York,USA,260.63,USD,chip,wallet_token,device-2640,New York,USA,normal,2026-04-09T05:29:24.709284+00:00,New York,USA,device-9648,tap,5.0,2,1,1,260.21,7,0,0,0,0,0,0,0,1,Off-hours spend,Rapid switch between channels,1,21
3cefb15a-9f72-4d79-b390-10d7aa5f58e9,2026-04-09 05:33:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,MarketSquare,Marketplace,San Francisco,USA,206.42,USD,online,manual_keyed,device-7825,San Francisco,USA,normal,2026-04-09T05:07:12.710252+00:00,San Francisco,USA,device-3845,swipe,26.0,1,1,1,271.05,3,0,0,0,0,0,0,1,0,Device takeover risk,New device used shortly after previous activity,1,28
b31e313f-3de9-4102-ad12-014864361dbf,2026-04-09 05:29:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,Electra Hub,Electronics,New York,USA,140.48,USD,tap,card_present,device-9648,New York,USA,normal,2026-04-09T04:46:24.709284+00:00,San Francisco,USA,device-2009,online,43.0,1,1,1,357.52,10,1,0,0,0,0,0,0,0,Off-hours spend,Different cities within 1 hour,1,47
37af2d12-2ebd-42e1-aba6-fcd70129306d,2026-04-09 05:24:12.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,MarketSquare,Marketplace,San Francisco,USA,87.04,USD,swipe,manual_keyed,device-7146,San Francisco,USA,normal,2026-04-09T05:20:12.708110+00:00,San Francisco,USA,device-3218,chip,4.0,3,1,1,61.07,3,0,0,0,0,0,0,0,1,Off-hours spend,Rapid switch between channels,1,21
af85c481-69f1-4c47-b92b-470e791dcd5f,2026-04-09 05:22:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,NovaFuel,Fuel,Toronto,Canada,68.52,USD,chip,card_present,device-8385,San Francisco,USA,normal,2026-04-09T05:18:24.710200+00:00,San Francisco,USA,device-5352,chip,4.0,3,1,1,219.21,11,1,0,0,0,0,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Spend occurred outside home country",2,69
709f62b5-9a78-4341-95a8-45fdd1bdaa91,2026-04-09 05:20:12.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,QuickTap,Digital Wallet,San Francisco,USA,58.18,USD,chip,wallet_token,device-3218,San Francisco,USA,normal,2026-04-09T05:12:12.708110+00:00,San Francisco,USA,device-5346,tap,8.0,2,1,1,61.52,9,0,0,0,0,0,0,0,1,Off-hours spend,Rapid switch between channels,1,21
bbcc1f4d-efb5-4e4e-87ec-774b88d02efd,2026-04-09 05:18:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,Pulse Pharmacy,Healthcare,San Francisco,USA,1270.54,USD,chip,wallet_token,device-5352,San Francisco,USA,amount_spike,2026-04-09T05:10:24.710200+00:00,San Francisco,USA,device-4638,swipe,8.0,2,1,1,101.45,1,0,0,1,0,0,0,0,1,High-value spend anomaly,"Amount > 3x recent baseline, Rapid switch between channels",2,49
60a3a09e-ab2d-4e27-b9de-8b167c9396e0,2026-04-09 05:10:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,QuickTap,Digital Wallet,San Francisco,USA,14.28,USD,swipe,manual_keyed,device-4638,San Francisco,USA,normal,2026-04-09T05:02:24.710200+00:00,San Francisco,USA,device-9705,tap,8.0,2,1,1,113.64,14,0,0,0,0,0,0,0,1,Off-hours spend,Rapid switch between channels,1,21
73645a0e-dee5-4859-af2d-94a439cc4dd0,2026-04-09 05:07:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,BlueCart,Groceries,San Francisco,USA,65.75,USD,swipe,card_present,device-3845,San Francisco,USA,normal,2026-04-09T04:22:12.710252+00:00,Singapore,Singapore,device-4394,swipe,45.0,1,1,1,298.91,6,1,0,0,0,0,0,0,0,Off-hours spend,Different cities within 1 hour,1,47
b63463b3-a85b-419c-b21f-fa9011730aee,2026-04-09 05:02:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,NovaFuel,Fuel,San Francisco,USA,40.57,USD,tap,wallet_token,device-9705,San Francisco,USA,normal,2026-04-09T04:37:24.710200+00:00,Miami,USA,device-7404,swipe,25.0,1,1,1,117.53,13,1,0,0,0,0,0,0,0,Off-hours spend,Different cities within 1 hour,1,47
046259df-4d80-41f6-9c44-469af48e0010,2026-04-09 05:01:24.708256+00:00,4111-XXXX-XXXX-1003,CUST-10003,standard,NovaFuel,Fuel,Toronto,Canada,60.25,USD,chip,wallet_token,device-3642,Toronto,Canada,late_night,2026-04-09T04:55:24.708256+00:00,Toronto,Canada,device-7895,tap,6.0,2,1,1,95.48,14,0,0,0,0,0,0,0,1,Off-hours spend,Rapid switch between channels,1,21
1fe64683-7fb2-42af-900a-a1e4b1f7b247,2026-04-09 04:58:53.709144+00:00,4111-XXXX-XXXX-1032,CUST-10032,business,Cloud9 Travel,Travel,San Francisco,USA,233.28,USD,swipe,manual_keyed,device-2922,San Francisco,USA,late_night,2026-04-09T04:44:53.709144+00:00,Toronto,Canada,device-7927,online,14.0,2,1,1,188.47,2,1,0,0,0,1,0,0,1,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Rapid switch between channels",3,64
68664ac8-ced5-4907-9831-9b437fd5f60f,2026-04-09 04:55:24.708256+00:00,4111-XXXX-XXXX-1003,CUST-10003,standard,Night Owl Bar,Entertainment,Toronto,Canada,58.13,USD,tap,wallet_token,device-7895,Toronto,Canada,normal,2026-04-09T04:16:24.708256+00:00,Austin,USA,device-2024,tap,39.0,1,1,1,430.31,15,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
eb32965c-92ab-48ba-baf3-4516a0af6d2f,2026-04-09 04:48:12.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,Pulse Pharmacy,Healthcare,San Francisco,USA,52.28,USD,chip,manual_keyed,device-8975,San Francisco,USA,normal,2026-04-09T04:04:12.708110+00:00,San Francisco,USA,device-2444,online,44.0,1,1,1,59.36,12,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
c39ef4dd-5546-4a20-a98a-2cbb7ed957d5,2026-04-09 04:46:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,BlueCart,Groceries,San Francisco,USA,91.08,USD,online,ecommerce,device-2009,New York,USA,normal,2026-04-09T04:17:24.709284+00:00,New York,USA,device-1844,tap,29.0,1,1,1,358.7,14,1,0,0,0,1,0,1,0,Device takeover risk,"Different cities within 1 hour, Transaction between 00:00 and 04:59, New device used shortly after previous activity",3,71
209e95da-bd97-40cc-86fc-39f6b490e8b0,2026-04-09 04:44:53.709144+00:00,4111-XXXX-XXXX-1032,CUST-10032,business,NovaFuel,Fuel,Toronto,Canada,87.34,USD,online,ecommerce,device-7927,San Francisco,USA,cross_border,2026-04-09T04:06:53.709144+00:00,San Francisco,USA,device-1673,swipe,38.0,1,1,1,453.01,6,1,0,0,0,1,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country",3,67
4c773234-4020-4697-96a7-3e0b24c07bd9,2026-04-09 04:42:51.708297+00:00,4111-XXXX-XXXX-1004,CUST-10004,gold,BlueCart,Groceries,Singapore,Singapore,138.64,USD,chip,manual_keyed,device-9078,Singapore,Singapore,normal,2026-04-09T04:03:51.708297+00:00,Singapore,Singapore,device-6390,tap,39.0,1,1,1,137.13,7,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
0e502608-723c-4151-b5ee-59dce0607166,2026-04-09 04:40:40.709615+00:00,4111-XXXX-XXXX-1050,CUST-10050,gold,Night Owl Bar,Entertainment,Singapore,Singapore,156.33,USD,tap,wallet_token,device-3611,Singapore,Singapore,normal,2026-04-09T03:57:40.709615+00:00,Singapore,Singapore,device-3087,online,43.0,1,1,1,262.13,8,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
203b04bc-8d21-4206-9538-7879fbd5906a,2026-04-09 04:37:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,MarketSquare,Marketplace,Miami,USA,196.42,USD,swipe,wallet_token,device-7404,San Francisco,USA,normal,2026-04-09T04:09:24.710200+00:00,San Francisco,USA,device-4557,online,28.0,1,1,1,102.48,3,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
b0c8c3bc-1c15-4f41-b5ee-b363c0a9a6f8,2026-04-09 04:22:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,QuickTap,Digital Wallet,Singapore,Singapore,41.41,USD,swipe,ecommerce,device-4394,San Francisco,USA,normal,2026-04-09T04:13:12.710252+00:00,San Francisco,USA,device-5308,tap,9.0,2,1,1,303.61,9,1,0,0,0,1,1,0,1,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country, Rapid switch between channels",4,86
106b43b6-7e56-4073-bdb8-72900d10112d,2026-04-09 04:17:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,QuickTap,Digital Wallet,New York,USA,43.88,USD,tap,card_present,device-1844,New York,USA,normal,2026-04-09T03:34:24.709284+00:00,Austin,USA,device-2318,tap,43.0,1,1,1,358.58,20,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
c7807618-20d6-4876-8ab9-623ae0b3ff48,2026-04-09 04:16:24.708256+00:00,4111-XXXX-XXXX-1003,CUST-10003,standard,BlueCart,Groceries,Austin,USA,96.03,USD,tap,ecommerce,device-2024,Toronto,Canada,normal,2026-04-09T03:31:24.708256+00:00,Toronto,Canada,device-8119,online,45.0,1,1,1,430.61,10,1,0,0,0,1,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country",3,67
3d4dca22-5c7d-4320-be2d-101fec379d21,2026-04-09 04:13:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,MarketSquare,Marketplace,San Francisco,USA,1863.23,USD,tap,manual_keyed,device-5308,San Francisco,USA,amount_spike,2026-04-09T03:53:12.710252+00:00,San Francisco,USA,device-4697,tap,20.0,1,1,1,131.55,1,0,0,1,0,1,0,0,0,High-value off-hours spend,"Amount > 3x recent baseline, Transaction between 00:00 and 04:59",2,48
2cda246d-4546-4ddc-a8d8-51b84154ee05,2026-04-09 04:09:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,NovaFuel,Fuel,San Francisco,USA,58.52,USD,online,manual_keyed,device-4557,San Francisco,USA,normal,2026-04-09T03:48:24.710200+00:00,San Francisco,USA,device-7568,tap,21.0,1,1,1,104.22,12,0,0,0,0,1,0,1,0,Device takeover risk,"Transaction between 00:00 and 04:59, New device used shortly after previous activity",2,36
cca2d03b-9d1c-4d87-beb9-4dcc6206a60e,2026-04-09 04:06:53.709144+00:00,4111-XXXX-XXXX-1032,CUST-10032,business,MarketSquare,Marketplace,San Francisco,USA,177.04,USD,swipe,manual_keyed,device-1673,San Francisco,USA,normal,2026-04-09T03:23:53.709144+00:00,Austin,USA,device-9212,swipe,43.0,1,1,1,444.52,3,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
4e3acda9-dab5-463c-8c34-6d7a77d7261a,2026-04-09 04:04:12.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,Cloud9 Travel,Travel,San Francisco,USA,27.74,USD,online,wallet_token,device-2444,San Francisco,USA,high_velocity,2026-04-09T04:03:26.708110+00:00,San Francisco,USA,device-2444,chip,0.77,2,1,2,65.9,14,0,0,0,0,1,0,0,1,Off-hours spend,"Transaction between 00:00 and 04:59, Rapid switch between channels",2,29
92d75607-cb8c-4e87-bc33-f0a91cf5c0d3,2026-04-09 04:03:51.708297+00:00,4111-XXXX-XXXX-1004,CUST-10004,gold,Electra Hub,Electronics,Singapore,Singapore,170.85,USD,tap,manual_keyed,device-6390,Singapore,Singapore,normal,2026-04-09T03:22:51.708297+00:00,San Francisco,USA,device-1489,chip,41.0,1,1,1,121.43,4,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
7dba4175-8789-4bb7-85a3-2ee4b1bb089e,2026-04-09 04:03:26.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,Electra Hub,Electronics,San Francisco,USA,94.61,USD,chip,ecommerce,device-2444,San Francisco,USA,normal,2026-04-09T03:24:26.708110+00:00,Singapore,Singapore,device-3251,online,39.0,1,1,1,62.35,1,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
f155d27f-6673-47a8-aa54-ce0a6fa43e93,2026-04-09 03:57:40.709615+00:00,4111-XXXX-XXXX-1050,CUST-10050,gold,MarketSquare,Marketplace,Singapore,Singapore,343.0,USD,online,manual_keyed,device-3087,Singapore,Singapore,normal,2026-04-09T03:27:40.709615+00:00,Singapore,Singapore,device-9127,tap,30.0,1,1,1,254.8,4,0,0,0,0,1,0,1,0,Device takeover risk,"Transaction between 00:00 and 04:59, New device used shortly after previous activity",2,36
30be1368-2e75-4e30-8f17-633adf0ef992,2026-04-09 03:53:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,QuickTap,Digital Wallet,San Francisco,USA,81.5,USD,tap,manual_keyed,device-4697,San Francisco,USA,normal,2026-04-09T03:23:12.710252+00:00,San Francisco,USA,device-8973,online,30.0,1,1,1,125.21,5,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
6e92531a-fbce-491f-a11c-712ae381915a,2026-04-09 03:48:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,Urban Stitch,Retail,San Francisco,USA,117.37,USD,tap,card_present,device-7568,San Francisco,USA,normal,2026-04-09T03:02:24.710200+00:00,New York,USA,device-5594,swipe,46.0,1,1,2,108.42,6,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
b7906310-e778-4f44-bcf1-bbbf843a2a84,2026-04-09 03:37:40.709311+00:00,4111-XXXX-XXXX-1038,CUST-10038,business,Electra Hub,Electronics,San Francisco,USA,505.8,USD,tap,ecommerce,device-2325,San Francisco,USA,normal,2026-04-09T03:16:40.709311+00:00,San Francisco,USA,device-5330,online,21.0,1,1,1,441.15,2,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
34d50762-a1db-446e-9c67-b40dc0868ec6,2026-04-09 03:34:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,NovaFuel,Fuel,Austin,USA,64.91,USD,tap,manual_keyed,device-2318,New York,USA,impossible_travel,2026-04-09T02:54:24.709284+00:00,New York,USA,device-2957,tap,40.0,1,1,1,363.21,17,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
88352fa8-ba50-425f-b26d-7785133ab666,2026-04-09 03:31:24.708256+00:00,4111-XXXX-XXXX-1003,CUST-10003,standard,NovaFuel,Fuel,Toronto,Canada,67.57,USD,online,card_present,device-8119,Toronto,Canada,normal,2026-04-09T03:18:24.708256+00:00,Toronto,Canada,device-1516,tap,13.0,2,1,1,434.89,13,0,0,0,0,1,0,1,1,Account takeover pattern,"Transaction between 00:00 and 04:59, New device used shortly after previous activity, Rapid switch between channels",3,45
50a6e1aa-85a0-43bc-9646-64316f4c43e2,2026-04-09 03:27:40.709615+00:00,4111-XXXX-XXXX-1050,CUST-10050,gold,Cloud9 Travel,Travel,Singapore,Singapore,320.85,USD,tap,manual_keyed,device-9127,Singapore,Singapore,normal,2026-04-09T02:45:40.709615+00:00,Singapore,Singapore,device-5176,swipe,42.0,1,1,1,226.33,5,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
45927fe0-d371-4c1b-9bba-164169a8ef80,2026-04-09 03:24:26.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,QuickTap,Digital Wallet,Singapore,Singapore,14.66,USD,online,ecommerce,device-3251,San Francisco,USA,impossible_travel,2026-04-09T02:49:26.708110+00:00,Toronto,Canada,device-1417,online,35.0,1,1,1,68.03,15,1,0,0,0,1,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country",3,67
c8c59295-3b91-4ebc-8dc3-1950a516ba05,2026-04-09 03:23:53.709144+00:00,4111-XXXX-XXXX-1032,CUST-10032,business,NovaFuel,Fuel,Austin,USA,46.89,USD,swipe,wallet_token,device-9212,San Francisco,USA,normal,2026-04-09T02:31:53.709144+00:00,San Francisco,USA,device-6243,online,52.0,1,1,1,846.25,9,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
8f837885-9779-4390-a6e2-f1bd94822e8e,2026-04-09 03:23:12.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,Electra Hub,Electronics,San Francisco,USA,27.46,USD,online,wallet_token,device-8973,San Francisco,USA,high_velocity,2026-04-09T03:20:47.710252+00:00,San Francisco,USA,device-8973,swipe,2.42,2,1,2,142.06,12,0,0,0,0,1,0,0,1,Off-hours spend,"Transaction between 00:00 and 04:59, Rapid switch between channels",2,29
dd5b1e95-d172-4be2-880c-4e41731a4298,2026-04-09 03:22:51.708297+00:00,4111-XXXX-XXXX-1004,CUST-10004,gold,QuickTap,Digital Wallet,San Francisco,USA,52.95,USD,chip,wallet_token,device-1489,Singapore,Singapore,normal,2026-04-09T02:46:51.708297+00:00,Singapore,Singapore,device-3226,chip,36.0,1,1,1,138.09,12,1,0,0,0,1,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country",3,67
902f30ce-30de-4f8f-bcfe-be53b47b3efb,2026-04-09 03:20:47.710252+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,QuickTap,Digital Wallet,San Francisco,USA,52.23,USD,swipe,card_present,device-8973,San Francisco,USA,normal,2026-04-09T02:26:47.710252+00:00,San Francisco,USA,device-5190,chip,54.0,1,1,1,159.15,8,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
8687e2a2-465d-406a-844c-7523db7bef97,2026-04-09 03:18:24.708256+00:00,4111-XXXX-XXXX-1003,CUST-10003,standard,Cloud9 Travel,Travel,Toronto,Canada,251.21,USD,tap,wallet_token,device-1516,Toronto,Canada,normal,2026-04-09T02:27:24.708256+00:00,Austin,USA,device-2440,tap,51.0,1,1,1,412.39,2,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
cee09138-4279-4e91-91d3-93b7a72a9170,2026-04-09 03:16:40.709311+00:00,4111-XXXX-XXXX-1038,CUST-10038,business,MarketSquare,Marketplace,San Francisco,USA,129.76,USD,online,manual_keyed,device-5330,San Francisco,USA,normal,2026-04-09T02:44:40.709311+00:00,San Francisco,USA,device-2455,chip,32.0,1,1,1,435.74,6,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
18be4cc6-ed27-4503-a617-7d2fb251e8c2,2026-04-09 03:09:25.709990+00:00,4111-XXXX-XXXX-1062,CUST-10062,business,MarketSquare,Marketplace,Toronto,Canada,52.77,USD,online,card_present,device-1782,Toronto,Canada,normal,2026-04-09T02:26:25.709990+00:00,Toronto,Canada,device-8901,swipe,43.0,1,1,1,34.43,1,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
e0ab4fc6-f462-4a24-b990-62f2e2fc2df0,2026-04-09 03:02:24.710200+00:00,4111-XXXX-XXXX-1070,CUST-10070,business,Cloud9 Travel,Travel,New York,USA,212.11,USD,swipe,manual_keyed,device-5594,San Francisco,USA,impossible_travel,2026-04-09T02:23:24.710200+00:00,Chicago,USA,device-5144,tap,39.0,1,1,1,91.09,2,1,0,0,0,1,0,0,0,Off-hours spend,"Different cities within 1 hour, Transaction between 00:00 and 04:59",2,55
fbcb12b5-e893-4340-aa04-719cd8bf6327,2026-04-09 02:54:24.709284+00:00,4111-XXXX-XXXX-1037,CUST-10037,business,AeroStay,Hospitality,New York,USA,289.82,USD,tap,manual_keyed,device-2957,New York,USA,normal,2026-04-09T02:27:24.709284+00:00,New York,USA,device-5044,online,27.0,1,1,1,368.24,5,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
5d399bf9-2458-4c0c-881e-68727f0dbe8a,2026-04-09 02:52:41.708829+00:00,4111-XXXX-XXXX-1024,CUST-10024,business,NovaFuel,Fuel,Chicago,USA,75.94,USD,swipe,wallet_token,device-8859,London,UK,impossible_travel,2026-04-09T02:35:41.708829+00:00,London,UK,device-6376,chip,17.0,1,1,1,148.26,3,1,0,0,0,1,1,0,0,Impossible cross-border travel,"Different cities within 1 hour, Transaction between 00:00 and 04:59, Spend occurred outside home country",3,67
e548ee9b-31ca-4b36-96fd-40fc766ed40d,2026-04-09 02:49:26.708110+00:00,4111-XXXX-XXXX-1001,CUST-10001,business,AeroStay,Hospitality,Toronto,Canada,92.64,USD,online,manual_keyed,device-1417,San Francisco,USA,impossible_travel,2026-04-09T02:30:26.708110+00:00,Toronto,Canada,device-2212,chip,19.0,1,1,1,64.75,2,0,0,0,0,1,1,1,0,Cross-border anomaly,"Transaction between 00:00 and 04:59, Spend occurred outside home country, New device used shortly after previous activity",3,56
7c7600b4-a32e-4e33-9ecf-abd20193200f,2026-04-09 02:46:51.708297+00:00,4111-XXXX-XXXX-1004,CUST-10004,gold,Urban Stitch,Retail,Singapore,Singapore,179.61,USD,chip,manual_keyed,device-3226,Singapore,Singapore,normal,2026-04-09T02:23:51.708297+00:00,Singapore,Singapore,device-2745,swipe,23.0,1,1,1,139.33,3,0,0,0,0,1,0,0,0,Off-hours spend,Transaction between 00:00 and 04:59,1,20
