transaction_id,event_timestamp,ingest_timestamp,card_id,customer_id,card_tier,merchant_name,merchant_category,merchant_city,merchant_country,amount,currency,channel,entry_mode,device_id,ip_address,latitude,longitude,home_city,home_country,scenario_label
c10b2456-2cf9-461f-921b-436e7e929705,2026-04-06T16:40:05.707526+00:00,2026-04-06T16:41:05.711686+00:00,4111-XXXX-XXXX-1000,CUST-10000,platinum,Cloud9 Travel,Travel,Singapore,Singapore,125.08,USD,chip,ecommerce,device-8214,10.75.216.179,1.3761814638385372,103.7776188767661,Singapore,Singapore,normal
6a8f8f68-31c8-4fe5-902c-51245473b10c,2026-04-06T16:40:05.708558+00:00,2026-04-06T16:41:06.402012+00:00,4111-XXXX-XXXX-1014,CUST-10014,standard,Pulse Pharmacy,Healthcare,San Francisco,USA,134.02,USD,swipe,card_present,device-8281,10.156.15.55,37.80138524284461,-122.43137952212494,San Francisco,USA,normal
a6aae1db-ad08-49f1-84c1-842e107f271a,2026-04-06T16:40:05.710252+00:00,2026-04-06T16:41:05.762052+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,AeroStay,Hospitality,San Francisco,USA,146.89,USD,online,card_present,device-2539,10.151.253.155,37.77648075368464,-122.40628148091993,San Francisco,USA,normal
4e809da2-87db-4345-9dbe-b7d8a1a92ba6,2026-04-06T16:40:57.707526+00:00,2026-04-06T16:41:05.761036+00:00,4111-XXXX-XXXX-1000,CUST-10000,platinum,BlueCart,Groceries,Singapore,Singapore,16.04,USD,tap,wallet_token,device-8214,10.112.74.117,1.3813889956486616,103.82766054419838,Singapore,Singapore,high_velocity
6b3ba311-8648-4d3d-88cc-abb212ef3e1e,2026-04-06T16:41:05.709592+00:00,2026-04-06T16:41:05.787564+00:00,4111-XXXX-XXXX-1049,CUST-10049,standard,QuickTap,Digital Wallet,Miami,USA,17.39,USD,online,ecommerce,device-7914,10.226.226.2,25.71519968003053,-80.221976295795,Chicago,USA,account_takeover
33fb04bf-e835-45d8-abbc-366c0cdcf625,2026-04-06T16:41:34.710252+00:00,2026-04-06T16:41:05.994513+00:00,4111-XXXX-XXXX-1072,CUST-10072,standard,QuickTap,Digital Wallet,San Francisco,USA,13.07,USD,online,wallet_token,device-2539,10.192.111.142,37.783241983003926,-122.4301293802811,San Francisco,USA,merchant_burst
c7597782-aecb-4aec-a3e9-0ff306c85877,2026-04-06T16:42:05.709119+00:00,2026-04-06T16:41:05.712430+00:00,4111-XXXX-XXXX-1031,CUST-10031,gold,MarketSquare,Marketplace,Toronto,Canada,30.43,USD,chip,ecommerce,device-1741,10.123.228.156,43.684652437869744,-79.36289810611161,Toronto,Canada,normal
994f04d4-0966-4c5f-b613-a5afc65ce037,2026-04-06T16:42:05.709615+00:00,2026-04-06T16:41:05.735683+00:00,4111-XXXX-XXXX-1050,CUST-10050,gold,Night Owl Bar,Entertainment,Singapore,Singapore,37.57,USD,online,card_present,device-3039,10.14.161.203,1.37730059300179,103.77667954266366,Singapore,Singapore,normal
0234eada-b5cf-427d-9db2-28f56634690f,2026-04-06T16:42:05.709813+00:00,2026-04-06T16:41:05.738018+00:00,4111-XXXX-XXXX-1058,CUST-10058,business,AeroStay,Hospitality,Chicago,USA,1733.07,USD,online,card_present,device-6603,10.131.137.6,41.84404738389329,-87.64936267864717,New York,USA,amount_spike
b203cb31-e17d-4b85-8d4e-e7366e40a7ea,2026-04-06T16:42:05.710438+00:00,2026-04-06T16:41:05.789135+00:00,4111-XXXX-XXXX-1079,CUST-10079,gold,Electra Hub,Electronics,Singapore,Singapore,253.04,USD,tap,card_present,device-4552,10.48.112.202,1.3736353916807353,103.83988923057112,Singapore,Singapore,normal
8eee57e3-e35b-4f51-8a4c-4181e573dc45,2026-04-06T16:43:05.708455+00:00,2026-04-06T16:41:05.788802+00:00,4111-XXXX-XXXX-1010,CUST-10010,business,BlueCart,Groceries,Chicago,USA,114.98,USD,chip,ecommerce,device-9638,10.95.146.250,41.84759974988022,-87.58040192462092,Chicago,USA,normal
df359a91-5f19-4072-824a-d4f490734183,2026-04-06T16:44:05.709477+00:00,2026-04-06T16:41:05.882991+00:00,4111-XXXX-XXXX-1044,CUST-10044,standard,MarketSquare,Marketplace,Singapore,Singapore,210.27,USD,chip,card_present,device-2285,10.88.43.86,1.3434876754957024,103.77502337128102,Singapore,Singapore,normal
50b2c111-7806-4e66-ad7a-fc6a15a69c14,2026-04-06T16:44:05.709935+00:00,2026-04-06T16:41:05.762263+00:00,4111-XXXX-XXXX-1060,CUST-10060,platinum,Pulse Pharmacy,Healthcare,Austin,USA,25.48,USD,swipe,wallet_token,device-8695,10.202.222.77,30.220472232361672,-97.75216782531282,Austin,USA,normal
558b1337-744e-40c5-82a8-147babda203e,2026-04-06T16:44:05.710389+00:00,2026-04-06T16:41:05.712603+00:00,4111-XXXX-XXXX-1077,CUST-10077,standard,BlueCart,Groceries,Singapore,Singapore,120.97,USD,tap,ecommerce,device-8344,10.187.195.33,1.3348897858240454,103.79003748747353,Singapore,Singapore,normal
aafe965b-a584-4e61-a3fb-faed7f84c591,2026-04-06T16:45:05.709040+00:00,2026-04-06T16:41:05.763536+00:00,4111-XXXX-XXXX-1028,CUST-10028,gold,Urban Stitch,Retail,New York,USA,208.57,USD,chip,card_present,device-5706,10.23.142.224,40.718593386231284,-74.02074090695828,New York,USA,normal
a7088ce7-abe2-4edb-8320-49b31d3b656f,2026-04-06T16:45:05.709966+00:00,2026-04-06T16:41:05.737704+00:00,4111-XXXX-XXXX-1061,CUST-10061,platinum,MarketSquare,Marketplace,London,UK,234.79,USD,tap,wallet_token,device-3857,10.207.98.250,51.55276849879842,-0.12580220291154673,London,UK,normal
6fdadd52-1283-4e96-9281-e55cbc98e951,2026-04-06T16:45:05.710356+00:00,2026-04-06T16:41:05.714585+00:00,4111-XXXX-XXXX-1076,CUST-10076,platinum,Electra Hub,Electronics,Austin,USA,415.32,USD,online,card_present,device-4898,10.39.81.195,30.244839813947937,-97.77991766185131,Austin,USA,normal
647dd1a6-41bb-4b47-ad7e-93c708e37109,2026-04-06T16:47:05.709203+00:00,2026-04-06T16:41:05.714306+00:00,4111-XXXX-XXXX-1034,CUST-10034,gold,NovaFuel,Fuel,Miami,USA,68.76,USD,online,ecommerce,device-3409,10.239.156.6,25.774543446050284,-80.23805572819293,Miami,USA,normal
f06d67d6-ada8-4f5a-b0b5-3384111c8d3f,2026-04-06T16:48:05.709227+00:00,2026-04-06T16:41:05.789222+00:00,4111-XXXX-XXXX-1035,CUST-10035,standard,BlueCart,Groceries,Chicago,USA,61.39,USD,swipe,card_present,device-4647,10.134.147.155,41.8287457508543,-87.63691171551707,Chicago,USA,normal
c1aa44ac-3a90-498c-8fdc-321400804912,2026-04-06T16:48:05.709838+00:00,2026-04-06T16:41:05.850150+00:00,4111-XXXX-XXXX-1059,CUST-10059,platinum,Cloud9 Travel,Travel,Chicago,USA,143.3,USD,tap,ecommerce,device-6230,10.247.155.244,41.830724625183485,-87.65016274006898,Chicago,USA,normal
5d717cd4-9975-4d30-ae49-96d7a9b7d298,2026-04-06T16:48:05.710051+00:00,2026-04-06T16:41:05.948844+00:00,4111-XXXX-XXXX-1064,CUST-10064,standard,NovaFuel,Fuel,Toronto,Canada,83.08,USD,tap,wallet_token,device-8725,10.175.131.165,43.66259533689323,-79.41405743776231,Toronto,Canada,normal
2a10a17f-4770-4450-bab0-399ea2594b96,2026-04-06T16:48:05.710300+00:00,2026-04-06T16:41:05.819864+00:00,4111-XXXX-XXXX-1074,CUST-10074,gold,MarketSquare,Marketplace,San Francisco,USA,56.49,USD,tap,ecommerce,device-6055,10.86.97.22,37.746728270313916,-122.44193389142863,New York,USA,normal
5ebb2b43-2076-45df-b779-b77396ab0d85,2026-04-06T16:49:05.708167+00:00,2026-04-06T16:41:05.762460+00:00,4111-XXXX-XXXX-1002,CUST-10002,gold,MarketSquare,Marketplace,Toronto,Canada,78.68,USD,chip,manual_keyed,device-5692,10.75.88.33,43.63463060154731,-79.40610695290204,San Francisco,USA,impossible_travel
d69d87cc-595c-4593-b7a6-f3d0a0d80b8c,2026-04-06T16:49:05.708324+00:00,2026-04-06T16:41:05.763228+00:00,4111-XXXX-XXXX-1005,CUST-10005,standard,Night Owl Bar,Entertainment,Singapore,Singapore,87.29,USD,online,manual_keyed,device-8930,10.193.86.152,1.3114188119121595,103.8514301165537,Singapore,Singapore,normal
14a77fa4-4578-4674-8063-2a64ae360d5e,2026-04-06T16:49:05.708533+00:00,2026-04-06T16:41:05.787485+00:00,4111-XXXX-XXXX-1013,CUST-10013,standard,BlueCart,Groceries,San Francisco,USA,96.75,USD,chip,wallet_token,device-2095,10.127.26.202,37.78223687542756,-122.42381851111753,San Francisco,USA,late_night
32708b53-6731-420d-a68d-c50160768c14,2026-04-06T16:49:05.710021+00:00,2026-04-06T16:41:05.786896+00:00,4111-XXXX-XXXX-1063,CUST-10063,gold,QuickTap,Digital Wallet,Chicago,USA,85.3,USD,tap,ecommerce,device-3342,10.78.228.92,41.87042038245556,-87.65968124451526,Chicago,USA,normal
5f7b4aa1-62e4-477e-903d-4bba68995239,2026-04-06T16:50:05.708351+00:00,2026-04-06T16:41:05.918381+00:00,4111-XXXX-XXXX-1006,CUST-10006,business,Cloud9 Travel,Travel,San Francisco,USA,106.33,USD,chip,ecommerce,device-4302,10.212.49.9,37.810637105479564,-122.45470130712606,San Francisco,USA,normal
c05a4a16-b4b1-4777-89c5-0aef4faa26ef,2026-04-06T16:50:27.708533+00:00,2026-04-06T16:41:05.790016+00:00,4111-XXXX-XXXX-1013,CUST-10013,standard,QuickTap,Digital Wallet,San Francisco,USA,6.83,USD,online,wallet_token,device-2095,10.181.105.136,37.76536564390053,-122.42778597057612,San Francisco,USA,merchant_burst
c841278e-536d-4237-8ec3-0ca262a0164c,2026-04-06T16:51:05.708979+00:00,2026-04-06T16:41:06.125445+00:00,4111-XXXX-XXXX-1026,CUST-10026,business,Night Owl Bar,Entertainment,San Francisco,USA,68.38,USD,tap,manual_keyed,device-3057,10.224.63.99,37.80779773159732,-122.38628457575477,San Francisco,USA,normal
